date,rental
2021-04-13,40217
2021-04-14,66033
2021-04-15,77708
2021-04-16,57973
2021-04-17,61771
2021-04-18,72599
2021-04-19,81654
2021-04-20,80190
2021-04-21,86530
2021-04-22,83996
2021-04-23,79622
2021-04-24,83405
2021-04-25,88949
2021-04-26,83186
2021-04-27,70241
2021-04-28,66297
2021-04-29,71535
2021-04-30,29492
2021-05-01,37481
2021-05-02,76668
2021-05-03,86955
2021-05-04,30023
2021-05-05,83949
2021-05-06,86616
2021-05-07,56171
2021-05-08,79101
2021-05-09,90810
2021-05-10,69954
2021-05-11,96571
2021-05-12,98862
2021-05-13,95878
2021-05-14,94890
2021-05-15,52788
2021-05-16,17050
2021-05-17,40903
2021-05-18,92750
2021-05-19,95495
2021-05-20,72557
2021-05-21,59139
2021-05-22,93460
2021-05-23,89152
2021-05-24,95825
2021-05-25,65576
2021-05-26,93430
2021-05-27,53921
2021-05-28,62785
2021-05-29,73307
2021-05-30,74450
2021-05-31,77826
2021-06-01,76199
2021-06-02,101511
2021-06-03,44211
2021-06-04,101618
2021-06-05,110113
2021-06-06,100804
2021-06-07,100709
2021-06-08,100804
2021-06-09,95813
2021-06-10,73271
2021-06-11,82564
2021-06-12,99390
2021-06-13,98036
2021-06-14,104415
2021-06-15,82538
2021-06-16,104625
2021-06-17,104336
2021-06-18,43423
2021-06-19,103060
2021-06-20,101913
2021-06-21,112009
2021-06-22,105997
2021-06-23,78805
2021-06-24,112434
2021-06-25,107182
2021-06-26,81735
2021-06-27,76011
2021-06-28,94845
2021-06-29,80815
2021-06-30,70754
2021-07-01,104814
2021-07-02,96292
2021-07-03,59799
2021-07-04,11727
2021-07-05,98817
2021-07-06,100201
2021-07-07,55911
2021-07-08,76164
2021-07-09,99010
2021-07-10,85754
2021-07-11,80413
2021-07-12,91889
2021-07-13,92671
2021-07-14,92107
2021-07-15,90827
2021-07-16,88166
2021-07-17,81997
2021-07-18,80241
2021-07-19,70928
2021-07-20,89456
2021-07-21,92220
2021-07-22,83564
2021-07-23,80925
2021-07-24,76690
2021-07-25,77911
2021-07-26,85300
2021-07-27,78770
2021-07-28,86649
2021-07-29,92520
2021-07-30,84827
2021-07-31,66989
2021-08-01,29065
2021-08-02,64115
2021-08-03,87896
2021-08-04,90669
2021-08-05,85793
2021-08-06,88172
2021-08-07,83268
2021-08-08,46028
2021-08-09,90082
2021-08-10,97677
2021-08-11,94628
2021-08-12,93804
2021-08-13,100257
2021-08-14,95788
2021-08-15,88158
2021-08-16,102099
2021-08-17,77979
2021-08-18,81542
2021-08-19,99221
2021-08-20,101994
2021-08-21,58458
2021-08-22,90851
2021-08-23,51462
2021-08-24,41749
2021-08-25,87973
2021-08-26,71871
2021-08-27,75802
2021-08-28,102611
2021-08-29,78217
2021-08-30,101220
2021-08-31,26357
2021-09-01,80989
2021-09-02,108404
2021-09-03,104348
2021-09-04,114401
2021-09-05,103136
2021-09-06,68415
2021-09-07,7950
2021-09-08,90880
2021-09-09,97623
2021-09-10,105219
2021-09-11,102572
2021-09-12,100872
2021-09-13,101690
2021-09-14,101091
2021-09-15,95994
2021-09-16,110680
2021-09-17,108623
2021-09-18,104731
2021-09-19,97645
2021-09-20,113632
2021-09-21,74604
2021-09-22,94467
2021-09-23,110819
2021-09-24,118140
2021-09-25,95549
2021-09-26,107351
2021-09-27,109805
2021-09-28,91165
2021-09-29,32810
2021-09-30,98865
2021-10-01,80032
2021-10-02,107936
2021-10-03,103876
2021-10-04,73946
2021-10-05,103547
2021-10-06,68032
2021-10-07,54537
2021-10-08,50859
2021-10-09,92689
2021-10-10,35827
2021-10-11,79414
2021-10-12,104544
2021-10-13,112581
2021-10-14,108080
2021-10-15,102978
2021-10-16,85030
2021-10-17,66614
2021-10-18,62481
2021-10-19,68699
2021-10-20,88900
2021-10-21,88547
2021-10-22,91141
2021-10-23,88226
2021-10-24,82282
2021-10-25,91682
2021-10-26,95574
2021-10-27,99815
2021-10-28,94711
2021-10-29,102454
2021-10-30,89183
2021-10-31,73885
2021-11-01,92946
2021-11-02,87906
2021-11-03,89994
2021-11-04,80947
2021-11-05,92976
2021-11-06,92229
2021-11-07,89921
2021-11-08,37813
2021-11-09,41499
2021-11-10,45177
2021-11-11,66720
2021-11-12,65684
2021-11-13,69541
2021-11-14,78353
2021-11-15,79286
2021-11-16,78194
2021-11-17,71607
2021-11-18,79323
2021-11-19,89411
2021-11-20,72566
2021-11-21,40271
2021-11-22,47451
2021-11-23,51475
2021-11-24,67767
2021-11-25,68930
2021-11-26,60123
2021-11-27,59557
2021-11-28,53186
2021-11-29,63462
2021-11-30,24840
2021-12-01,35294
2021-12-02,38723
2021-12-03,45542
2021-12-04,45390
2021-12-05,47083
2021-12-06,56076
2021-12-07,57547
2021-12-08,61765
2021-12-09,55032
2021-12-10,38411
2021-12-11,44897
2021-12-12,32544
2021-12-13,37378
2021-12-14,46112
2021-12-15,47409
2021-12-16,52712
2021-12-17,27264
2021-12-18,21405
2021-12-19,31440
2021-12-20,49806
2021-12-21,52008
2021-12-22,48188
2021-12-23,45606
2021-12-24,33932
2021-12-25,22063
2021-12-26,17464
2021-12-27,29677
2021-12-28,25746
2021-12-29,32883
2021-12-30,27289
2021-12-31,28805
