date,rental
2021-04-25,84493
2021-04-26,83036
2021-04-27,63675
2021-04-28,62663
2021-04-29,63010
2021-04-30,42455
2021-05-01,50424
2021-05-02,76317
2021-05-03,84779
2021-05-04,39587
2021-05-05,81669
2021-05-06,82312
2021-05-07,57247
2021-05-08,74282
2021-05-09,83398
2021-05-10,61884
2021-05-11,91969
2021-05-12,91521
2021-05-13,92493
2021-05-14,93265
2021-05-15,62888
2021-05-16,31289
2021-05-17,38128
2021-05-18,88873
2021-05-19,92118
2021-05-20,58672
2021-05-21,53310
2021-05-22,91128
2021-05-23,89562
2021-05-24,90793
2021-05-25,62599
2021-05-26,85495
2021-05-27,55038
2021-05-28,56286
2021-05-29,83242
2021-05-30,73746
2021-05-31,71151
2021-06-01,70946
2021-06-02,97196
2021-06-03,58511
2021-06-04,95470
2021-06-05,93914
2021-06-06,96504
2021-06-07,88248
2021-06-08,93104
2021-06-09,93664
2021-06-10,71482
2021-06-11,65369
2021-06-12,95403
2021-06-13,94754
2021-06-14,95788
2021-06-15,74260
2021-06-16,91086
2021-06-17,77524
2021-06-18,42414
2021-06-19,93780
2021-06-20,90410
2021-06-21,95567
2021-06-22,90847
2021-06-23,74986
2021-06-24,95162
2021-06-25,95393
2021-06-26,70479
2021-06-27,71330
2021-06-28,85135
2021-06-29,73645
2021-06-30,68618
2021-07-01,94398
2021-07-02,91132
2021-07-03,55667
2021-07-04,37305
2021-07-05,80493
2021-07-06,92338
2021-07-07,65353
2021-07-08,77089
2021-07-09,86175
2021-07-10,84644
2021-07-11,67662
2021-07-12,86857
2021-07-13,79984
2021-07-14,82215
2021-07-15,82619
2021-07-16,78946
2021-07-17,81203
2021-07-18,77658
2021-07-19,60590
2021-07-20,77158
2021-07-21,75395
2021-07-22,75736
2021-07-23,74309
2021-07-24,73676
2021-07-25,75310
2021-07-26,78167
2021-07-27,77039
2021-07-28,76470
2021-07-29,79128
2021-07-30,78870
2021-07-31,71271
2021-08-01,46045
2021-08-02,55897
2021-08-03,76854
2021-08-04,76881
2021-08-05,77709
2021-08-06,74078
2021-08-07,82356
2021-08-08,59305
2021-08-09,81842
2021-08-10,82665
2021-08-11,83515
2021-08-12,83165
2021-08-13,79294
2021-08-14,81612
2021-08-15,84907
2021-08-16,79042
2021-08-17,67948
2021-08-18,69654
2021-08-19,87542
2021-08-20,80666
2021-08-21,47079
2021-08-22,75679
2021-08-23,46655
2021-08-24,32446
2021-08-25,68112
2021-08-26,65256
2021-08-27,58322
2021-08-28,84167
2021-08-29,71607
2021-08-30,73785
2021-08-31,38131
2021-09-01,61440
2021-09-02,85068
2021-09-03,87220
2021-09-04,93940
2021-09-05,94310
2021-09-06,71514
2021-09-07,34674
2021-09-08,78802
2021-09-09,89130
2021-09-10,94547
2021-09-11,91813
2021-09-12,96153
2021-09-13,94582
2021-09-14,95638
2021-09-15,93251
2021-09-16,96224
2021-09-17,93513
2021-09-18,92020
2021-09-19,87633
2021-09-20,91669
2021-09-21,64966
2021-09-22,75377
2021-09-23,96032
2021-09-24,97329
2021-09-25,68309
2021-09-26,96286
2021-09-27,90247
2021-09-28,73714
2021-09-29,37058
2021-09-30,82071
2021-10-01,73047
2021-10-02,93713
2021-10-03,93824
2021-10-04,51895
2021-10-05,77565
2021-10-06,58749
2021-10-07,46814
2021-10-08,49526
2021-10-09,76267
2021-10-10,39879
2021-10-11,74563
2021-10-12,88724
2021-10-13,95096
2021-10-14,95611
2021-10-15,89744
2021-10-16,68546
2021-10-17,55528
2021-10-18,54918
2021-10-19,59954
2021-10-20,74223
2021-10-21,70827
2021-10-22,80160
2021-10-23,82877
2021-10-24,81324
2021-10-25,82175
2021-10-26,86209
2021-10-27,87679
2021-10-28,77137
2021-10-29,89805
2021-10-30,81029
2021-10-31,79682
2021-11-01,74102
2021-11-02,76945
2021-11-03,72299
2021-11-04,66240
2021-11-05,73728
2021-11-06,80100
2021-11-07,83571
2021-11-08,33176
2021-11-09,34682
2021-11-10,44722
2021-11-11,48593
2021-11-12,48578
2021-11-13,51670
2021-11-14,80519
2021-11-15,73207
2021-11-16,62793
2021-11-17,50331
2021-11-18,69198
2021-11-19,69129
2021-11-20,65369
2021-11-21,40700
2021-11-22,39401
2021-11-23,38310
2021-11-24,48183
2021-11-25,50116
2021-11-26,47222
2021-11-27,47576
2021-11-28,42350
2021-11-29,54465
2021-11-30,30478
2021-12-01,35907
2021-12-02,38247
2021-12-03,39743
2021-12-04,38492
2021-12-05,35702
2021-12-06,37757
2021-12-07,39604
2021-12-08,46310
2021-12-09,39804
2021-12-10,31599
2021-12-11,43373
2021-12-12,32681
2021-12-13,31478
2021-12-14,34941
2021-12-15,34982
2021-12-16,40222
2021-12-17,24890
2021-12-18,25133
2021-12-19,32871
2021-12-20,40262
2021-12-21,40554
2021-12-22,38774
2021-12-23,34804
2021-12-24,25620
2021-12-25,26590
2021-12-26,27511
2021-12-27,26264
2021-12-28,25494
2021-12-29,32278
2021-12-30,26077
2021-12-31,30419
