date,rental
2021-07-13,80782
2021-07-14,80362
2021-07-15,78412
2021-07-16,73864
2021-07-17,69315
2021-07-18,71735
2021-07-19,55833
2021-07-20,85445
2021-07-21,77065
2021-07-22,74799
2021-07-23,77097
2021-07-24,70463
2021-07-25,70333
2021-07-26,72163
2021-07-27,78169
2021-07-28,80541
2021-07-29,81174
2021-07-30,80771
2021-07-31,62390
2021-08-01,30491
2021-08-02,59925
2021-08-03,81434
2021-08-04,77476
2021-08-05,76064
2021-08-06,66481
2021-08-07,72543
2021-08-08,43262
2021-08-09,81502
2021-08-10,78132
2021-08-11,83988
2021-08-12,83219
2021-08-13,89165
2021-08-14,77258
2021-08-15,80858
2021-08-16,82765
2021-08-17,63355
2021-08-18,73908
2021-08-19,86225
2021-08-20,87399
2021-08-21,55593
2021-08-22,85757
2021-08-23,47848
2021-08-24,42107
2021-08-25,76316
2021-08-26,69165
2021-08-27,65505
2021-08-28,93487
2021-08-29,79516
2021-08-30,97010
2021-08-31,42040
2021-09-01,61874
2021-09-02,83017
2021-09-03,81689
2021-09-04,96024
2021-09-05,89932
2021-09-06,47967
2021-09-07,23465
2021-09-08,80217
2021-09-09,94924
2021-09-10,95128
2021-09-11,91996
2021-09-12,89725
2021-09-13,85447
2021-09-14,94076
2021-09-15,83411
2021-09-16,100066
2021-09-17,93678
2021-09-18,94716
2021-09-19,88478
2021-09-20,95241
2021-09-21,62173
2021-09-22,75281
2021-09-23,91847
2021-09-24,99223
2021-09-25,80156
2021-09-26,95951
2021-09-27,93259
2021-09-28,79790
2021-09-29,41395
2021-09-30,95408
2021-10-01,69324
2021-10-02,96339
2021-10-03,94584
2021-10-04,57198
2021-10-05,85147
2021-10-06,54870
2021-10-07,39075
2021-10-08,53021
2021-10-09,85184
2021-10-10,39460
2021-10-11,77803
2021-10-12,88584
2021-10-13,96579
2021-10-14,98377
2021-10-15,87701
2021-10-16,77672
2021-10-17,64213
2021-10-18,59510
2021-10-19,68365
2021-10-20,82879
2021-10-21,79344
2021-10-22,84961
2021-10-23,87518
2021-10-24,86802
2021-10-25,87304
2021-10-26,92603
2021-10-27,90403
2021-10-28,90368
2021-10-29,90426
2021-10-30,81824
2021-10-31,78365
2021-11-01,86263
2021-11-02,84619
2021-11-03,85872
2021-11-04,82455
2021-11-05,89807
2021-11-06,86448
2021-11-07,86765
2021-11-08,36328
2021-11-09,39142
2021-11-10,48274
2021-11-11,57624
2021-11-12,61099
2021-11-13,67524
2021-11-14,76831
2021-11-15,77685
2021-11-16,74478
2021-11-17,67979
2021-11-18,76977
2021-11-19,78747
2021-11-20,66569
2021-11-21,43902
2021-11-22,45776
2021-11-23,50908
2021-11-24,59362
2021-11-25,65766
2021-11-26,55472
2021-11-27,55239
2021-11-28,57759
2021-11-29,71979
2021-11-30,35109
2021-12-01,44866
2021-12-02,47001
2021-12-03,49000
2021-12-04,47304
2021-12-05,54805
2021-12-06,58148
2021-12-07,65178
2021-12-08,69223
2021-12-09,57748
2021-12-10,45900
2021-12-11,51469
2021-12-12,47586
2021-12-13,41231
2021-12-14,44127
2021-12-15,45317
2021-12-16,58566
2021-12-17,36426
2021-12-18,23338
2021-12-19,40501
2021-12-20,55816
2021-12-21,56534
2021-12-22,51595
2021-12-23,53473
2021-12-24,35386
2021-12-25,30852
2021-12-26,28905
2021-12-27,36409
2021-12-28,37446
2021-12-29,41306
2021-12-30,38509
2021-12-31,32798
