date,rental
2021-05-20,68445
2021-05-21,56143
2021-05-22,96420
2021-05-23,92468
2021-05-24,97895
2021-05-25,62918
2021-05-26,92434
2021-05-27,54379
2021-05-28,57833
2021-05-29,75403
2021-05-30,73216
2021-05-31,76320
2021-06-01,75719
2021-06-02,103636
2021-06-03,50759
2021-06-04,105490
2021-06-05,110652
2021-06-06,101090
2021-06-07,98665
2021-06-08,98010
2021-06-09,102370
2021-06-10,74818
2021-06-11,76403
2021-06-12,102045
2021-06-13,100357
2021-06-14,105621
2021-06-15,83932
2021-06-16,109998
2021-06-17,102379
2021-06-18,37289
2021-06-19,104529
2021-06-20,102852
2021-06-21,108189
2021-06-22,100160
2021-06-23,75652
2021-06-24,109898
2021-06-25,109047
2021-06-26,80976
2021-06-27,74458
2021-06-28,99919
2021-06-29,77974
2021-06-30,80288
2021-07-01,102397
2021-07-02,99587
2021-07-03,58107
2021-07-04,11344
2021-07-05,100079
2021-07-06,105053
2021-07-07,60517
2021-07-08,79560
2021-07-09,100598
2021-07-10,86561
2021-07-11,74877
2021-07-12,85125
2021-07-13,87889
2021-07-14,85119
2021-07-15,81885
2021-07-16,84211
2021-07-17,81203
2021-07-18,79239
2021-07-19,69516
2021-07-20,82327
2021-07-21,85689
2021-07-22,80708
2021-07-23,81604
2021-07-24,75929
2021-07-25,79464
2021-07-26,81171
2021-07-27,77869
2021-07-28,78932
2021-07-29,88700
2021-07-30,85993
2021-07-31,61633
2021-08-01,36411
2021-08-02,73810
2021-08-03,85759
2021-08-04,87460
2021-08-05,80801
2021-08-06,88542
2021-08-07,90239
2021-08-08,54932
2021-08-09,92719
2021-08-10,99719
2021-08-11,96270
2021-08-12,95698
2021-08-13,102270
2021-08-14,99545
2021-08-15,92077
2021-08-16,97015
2021-08-17,74634
2021-08-18,82872
2021-08-19,104224
2021-08-20,101374
2021-08-21,58236
2021-08-22,90626
2021-08-23,48505
2021-08-24,32358
2021-08-25,84277
2021-08-26,71182
2021-08-27,71334
2021-08-28,103188
2021-08-29,82424
2021-08-30,99592
2021-08-31,25395
2021-09-01,67167
2021-09-02,108760
2021-09-03,104468
2021-09-04,110614
2021-09-05,103245
2021-09-06,71539
2021-09-07,11479
2021-09-08,84241
2021-09-09,98834
2021-09-10,107008
2021-09-11,101028
2021-09-12,103553
2021-09-13,103339
2021-09-14,105107
2021-09-15,104080
2021-09-16,111586
2021-09-17,110597
2021-09-18,110270
2021-09-19,106807
2021-09-20,113186
2021-09-21,71450
2021-09-22,90018
2021-09-23,111133
2021-09-24,116493
2021-09-25,92940
2021-09-26,110468
2021-09-27,105340
2021-09-28,89736
2021-09-29,31828
2021-09-30,102574
2021-10-01,72060
2021-10-02,109646
2021-10-03,106839
2021-10-04,75481
2021-10-05,98443
2021-10-06,52504
2021-10-07,52496
2021-10-08,46566
2021-10-09,88323
2021-10-10,36988
2021-10-11,85705
2021-10-12,103222
2021-10-13,109157
2021-10-14,108712
2021-10-15,96129
2021-10-16,87222
2021-10-17,65926
2021-10-18,68463
2021-10-19,69898
2021-10-20,88308
2021-10-21,87875
2021-10-22,91873
2021-10-23,92187
2021-10-24,85592
2021-10-25,90611
2021-10-26,95355
2021-10-27,93226
2021-10-28,93679
2021-10-29,103151
2021-10-30,94531
2021-10-31,76196
2021-11-01,90645
2021-11-02,88488
2021-11-03,87777
2021-11-04,78075
2021-11-05,92140
2021-11-06,93073
2021-11-07,90813
2021-11-08,41144
2021-11-09,43090
2021-11-10,50873
2021-11-11,62245
2021-11-12,63735
2021-11-13,69938
2021-11-14,79506
2021-11-15,82444
2021-11-16,77242
2021-11-17,70652
2021-11-18,79602
2021-11-19,77590
2021-11-20,68882
2021-11-21,43625
2021-11-22,43702
2021-11-23,48479
2021-11-24,60860
2021-11-25,62417
2021-11-26,55508
2021-11-27,58005
2021-11-28,48687
2021-11-29,66598
2021-11-30,30417
2021-12-01,38423
2021-12-02,43776
2021-12-03,45336
2021-12-04,43763
2021-12-05,43999
2021-12-06,51743
2021-12-07,58772
2021-12-08,60647
2021-12-09,54759
2021-12-10,41670
2021-12-11,41345
2021-12-12,36944
2021-12-13,38910
2021-12-14,41093
2021-12-15,41768
2021-12-16,50903
2021-12-17,34719
2021-12-18,17511
2021-12-19,32705
2021-12-20,45813
2021-12-21,50781
2021-12-22,46391
2021-12-23,43850
2021-12-24,35268
2021-12-25,25775
2021-12-26,19211
2021-12-27,27633
2021-12-28,30459
2021-12-29,36799
2021-12-30,26847
2021-12-31,27142
