date,rental
2021-04-24,80522
2021-04-25,87258
2021-04-26,83183
2021-04-27,61662
2021-04-28,55574
2021-04-29,65454
2021-04-30,36444
2021-05-01,36399
2021-05-02,74758
2021-05-03,86668
2021-05-04,24258
2021-05-05,79477
2021-05-06,88221
2021-05-07,51294
2021-05-08,73955
2021-05-09,83926
2021-05-10,56256
2021-05-11,91471
2021-05-12,91457
2021-05-13,90451
2021-05-14,92644
2021-05-15,52289
2021-05-16,12945
2021-05-17,35296
2021-05-18,93820
2021-05-19,92253
2021-05-20,51351
2021-05-21,62979
2021-05-22,99823
2021-05-23,95110
2021-05-24,100207
2021-05-25,70051
2021-05-26,94974
2021-05-27,59804
2021-05-28,63666
2021-05-29,88008
2021-05-30,75261
2021-05-31,77494
2021-06-01,79463
2021-06-02,106021
2021-06-03,52330
2021-06-04,102223
2021-06-05,106963
2021-06-06,103059
2021-06-07,97280
2021-06-08,100996
2021-06-09,102260
2021-06-10,70964
2021-06-11,85173
2021-06-12,99424
2021-06-13,97553
2021-06-14,106650
2021-06-15,89288
2021-06-16,105367
2021-06-17,102344
2021-06-18,31790
2021-06-19,105432
2021-06-20,99016
2021-06-21,108290
2021-06-22,107282
2021-06-23,78441
2021-06-24,110116
2021-06-25,109071
2021-06-26,84139
2021-06-27,80118
2021-06-28,94347
2021-06-29,74449
2021-06-30,77835
2021-07-01,102026
2021-07-02,101106
2021-07-03,74333
2021-07-04,13360
2021-07-05,92703
2021-07-06,102502
2021-07-07,63406
2021-07-08,81562
2021-07-09,90863
2021-07-10,90341
2021-07-11,76375
2021-07-12,83370
2021-07-13,82774
2021-07-14,79576
2021-07-15,75365
2021-07-16,72937
2021-07-17,76659
2021-07-18,67657
2021-07-19,62353
2021-07-20,80836
2021-07-21,76223
2021-07-22,74019
2021-07-23,75112
2021-07-24,68906
2021-07-25,68461
2021-07-26,73810
2021-07-27,70888
2021-07-28,72182
2021-07-29,79332
2021-07-30,80145
2021-07-31,64619
2021-08-01,36767
2021-08-02,62631
2021-08-03,74920
2021-08-04,78120
2021-08-05,74247
2021-08-06,87354
2021-08-07,82616
2021-08-08,54736
2021-08-09,86087
2021-08-10,92919
2021-08-11,90276
2021-08-12,92933
2021-08-13,93770
2021-08-14,93893
2021-08-15,85284
2021-08-16,90731
2021-08-17,75013
2021-08-18,83633
2021-08-19,98214
2021-08-20,93415
2021-08-21,53201
2021-08-22,87970
2021-08-23,43888
2021-08-24,29213
2021-08-25,80246
2021-08-26,63808
2021-08-27,63015
2021-08-28,94368
2021-08-29,74643
2021-08-30,94508
2021-08-31,21070
2021-09-01,58831
2021-09-02,102834
2021-09-03,99587
2021-09-04,109921
2021-09-05,102293
2021-09-06,66658
2021-09-07,4453
2021-09-08,83223
2021-09-09,98026
2021-09-10,105947
2021-09-11,102609
2021-09-12,101766
2021-09-13,100878
2021-09-14,106138
2021-09-15,102631
2021-09-16,113455
2021-09-17,114779
2021-09-18,107672
2021-09-19,104957
2021-09-20,113234
2021-09-21,66517
2021-09-22,93934
2021-09-23,114972
2021-09-24,117833
2021-09-25,88410
2021-09-26,108824
2021-09-27,102020
2021-09-28,84788
2021-09-29,27364
2021-09-30,99783
2021-10-01,77694
2021-10-02,103724
2021-10-03,104284
2021-10-04,64670
2021-10-05,91860
2021-10-06,50550
2021-10-07,53771
2021-10-08,47419
2021-10-09,91887
2021-10-10,39797
2021-10-11,84222
2021-10-12,100344
2021-10-13,107160
2021-10-14,104646
2021-10-15,90884
2021-10-16,86573
2021-10-17,66929
2021-10-18,72987
2021-10-19,75881
2021-10-20,90726
2021-10-21,91081
2021-10-22,94901
2021-10-23,92120
2021-10-24,86333
2021-10-25,90956
2021-10-26,90952
2021-10-27,93036
2021-10-28,92142
2021-10-29,100467
2021-10-30,89735
2021-10-31,77588
2021-11-01,84823
2021-11-02,84216
2021-11-03,89829
2021-11-04,78236
2021-11-05,92809
2021-11-06,90780
2021-11-07,90129
2021-11-08,47391
2021-11-09,47048
2021-11-10,55087
2021-11-11,64599
2021-11-12,65034
2021-11-13,69828
2021-11-14,81466
2021-11-15,82597
2021-11-16,74467
2021-11-17,69947
2021-11-18,75499
2021-11-19,72585
2021-11-20,68788
2021-11-21,39707
2021-11-22,48961
2021-11-23,42898
2021-11-24,61465
2021-11-25,60250
2021-11-26,57095
2021-11-27,54325
2021-11-28,50917
2021-11-29,62638
2021-11-30,33262
2021-12-01,34513
2021-12-02,47322
2021-12-03,46026
2021-12-04,46059
2021-12-05,41806
2021-12-06,53760
2021-12-07,55708
2021-12-08,60230
2021-12-09,52212
2021-12-10,41464
2021-12-11,50059
2021-12-12,38433
2021-12-13,31935
2021-12-14,36373
2021-12-15,37606
2021-12-16,49224
2021-12-17,26840
2021-12-18,20193
2021-12-19,31491
2021-12-20,44587
2021-12-21,47955
2021-12-22,44273
2021-12-23,42938
2021-12-24,27355
2021-12-25,18992
2021-12-26,17847
2021-12-27,27620
2021-12-28,26106
2021-12-29,36006
2021-12-30,26722
2021-12-31,22894
